13.1362	11.7139	0	22	-103.24378
12.6003	12.3788	0	20	-83.82610
10.8063	13.1545	0	12	-72.51250
13.3143	10.5577	0	18	-80.20211
13.6792	10.7564	0	18	-93.05261
11.8071	13.4653	0	18	-73.95850
10.8844	12.1347	0	12	-89.32504
10.2855	12.7932	0	17	-76.13300
9.58352	12.1088	0	20	-91.66172
10.9801	10.9449	0	19	-90.60944
11.9754	11.2686	0	17	-98.53923
10.7368	11.8747	0	18	-81.73054
11.1239	10.9474	0	18	-103.89398
10.0955	11.2544	0	21	-93.31225
12.0436	11.8512	0	20	-94.91865
11.8776	11.097	0	22	-94.52587
10.2679	12.4268	0	22	-89.46213
9.90636	11.9073	4	16	-85.88911
12.1576	11.4777	7	10	-65.80384
11.2668	10.5705	6	13	-83.69435
11.663	10.7725	5	12	-83.04424
11.2427	10.4858	6	11	-92.82617
12.0173	10.8782	8	15	-91.92277
11.3581	11.2226	6	16	-95.49372
12.4311	10.8816	6	15	-94.29333
12.6125	10.4201	7	10	-89.28361
11.5366	10.9668	8	12	-90.02860
11.1493	11.4587	8	14	-80.90264
10.1917	11.242	7	13	-86.96907
11.0557	12.7399	8	17	-98.27688
12.0325	11.5458	8	15	-83.76387
11.0311	11.9262	6	10	-80.40877
10.7507	11.8557	8	16	-99.40349
9.9139	12.0342	7	12	-90.91936
11.2807	15.2395	0	14	-75.92480
9.67533	15.1327	0	13	-69.93780
9.42611	16.4417	0	15	-72.75555
11.1417	14.7504	0	14	-75.83096
9.77382	17.5615	0	9	-63.72601
9.43755	15.8796	0	10	-54.38932
9.66152	12.3341	0	9	-76.72926
10.8359	11.4128	0	7	-66.12603
8.13543	13.7984	0	4	-49.41038
10.3136	16.621	0	14	-65.83918
12.8669	11.1275	4	11	-77.94551
13.1343	11.8106	8	8	-77.14628
7.9615	13.3624	0	6	-63.16868
12.6418	17.5307	0	10	-53.23314
9.41773	16.462	0	6	-54.27067
11.4584	18.919	0	11	-60.96141
10.3314	17.222	3	10	-63.58616
10.5892	15.2632	0	10	-63.58098
12.9667	15.7846	0	8	-61.20355
10.2587	15.3726	0	6	-54.67743
9.87124	16.3377	0	8	-62.08576
11.8037	14.0225	0	11	-69.98577
11.3711	15.646	0	13	-74.98002
10.435	13.6893	0	14	-90.48595
10.7589	15.5616	0	11	-79.27224
11.2042	12.8409	0	9	-76.47678
10.4113	12.4408	0	9	-73.08119
10.8137	12.103	4	6	-66.46815
9.00615	13.3618	0	4	-66.26108
10.7768	15.0937	0	4	-60.28369
10.268	12.2501	0	9	-64.72998
11.4036	14.1231	0	17	-65.94491
11.861	13.4915	0	19	-72.12795
11.4594	13.3269	0	25	-87.29173
12.3974	13.1827	0	17	-73.91121
9.54672	13.8737	0	6	-57.78284
11.1315	11.9574	0	15	-89.74198
10.1069	11.2034	0	21	-93.00374
9.30906	13.6107	0	16	-78.85363
8.10178	15.0787	0	16	-63.41954
10.0633	10.3014	0	12	-81.87203
10.2101	12.7739	0	8	-71.69985
9.82915	17.4737	0	6	-46.90228
11.3953	13.1276	0	8	-49.68435
12.1177	12.8496	0	13	-65.32291
11.7639	14.5177	0	14	-66.99046
10.5597	14.1848	5	13	-78.10045
10.755	17.0448	0	10	-52.11000
11.4478	11.5452	6	6	-68.84718
9.0457	15.1217	0	4	-60.94223
10.1921	16.9651	9	12	-81.57926
7.58053	14.2146	7	12	-77.78647
10.1879	18.9322	9	14	-81.20218
7.68082	14.9073	9	12	-77.77330
7.79098	13.6617	5	6	-59.52323
10.706	16.3185	10	10	-78.95535
10.0989	13.2865	10	2	-61.08197
12.507	11.124	8	0	-58.67247
10.1649	13.0866	4	4	-60.60339
10.9705	14.7035	6	9	-73.70686
10.8114	15.085	7	10	-66.05944
11.6121	16.7257	7	6	-70.13148
12.1955	16.0512	5	10	-70.53272
9.34916	11.8971	5	6	-53.50179
10.0478	11.1946	6	2	-52.43074
10.9973	12.0178	0	10	-76.99817
10.8318	10.8493	5	8	-70.28835
10.7205	12.9583	0	6	-58.82882
11.7271	14.3841	0	12	-68.14379
12.6748	14.2699	0	9	-58.68045
10.8966	11.3375	0	14	-64.97409
12.0143	12.845	0	11	-72.29974
10.4266	13.2111	0	15	-80.53933
10.1276	13.5411	0	17	-79.69993
10.2668	15.2752	0	11	-76.08321
10.5887	11.5168	0	14	-74.90649
11.7076	10.3919	0	13	-84.22361
10.5798	11.9449	0	10	-62.80482
9.75141	12.246	0	13	-78.35641
12.5292	15.7934	0	8	-59.06984
10.1735	15.0711	0	12	-66.11009
